TranscriptClusterID	Chrom	Start	Stop	TotalProbes	AccessionID	Gene	mRNA	LocusType	logFC	AveExpr	t	P.Value	adj.P.Val	B	FC
TC0300001240.mm.1	chr3	121953229	122016753	416	NM_172525	Arhgap29	NM_172525 // Arhgap29 // Rho GTPase activating protein 29	refseq:NM:protein_coding:CODING	-1.05565333333333	10.6419116666667	-8.06327166732265	0.000380055175448825	0.00699460783459367	0.613294622505189	-2.07865932715974
TC0300001247.mm.1	chr3	122419780	122530183	120	NM_013867	Bcar3	NM_013867 // Bcar3 // breast cancer anti-estrogen resistance 3	refseq:NM:protein_coding:CODING	1.06570666666667	9.82163166666667	9.62902986242556	0.000157795446352549	0.00478122176688704	1.58461657525108	2.09319492564564
TC0300001252.mm.1	chr3	122924362	122926194	47	NM_024461	1810037I17Rik	NM_024461 // 1810037I17Rik // RIKEN cDNA 1810037I17 gene	refseq:NM:protein_coding:CODING	-1.36985	7.63831333333333	-9.41233301951479	0.000176788686547829	0.00494634686622641	1.46005312153171	-2.58443693802882
TC0300001289.mm.1	chr3	127553489	127618023	310	NM_197997	Zgrf1	NM_197997 // Zgrf1 // zinc finger, GRF-type containing 1	refseq:NM:protein_coding:CODING	1.15275166666667	8.05439166666667	10.5895664424432	9.79089750775856e-05	0.0040174623982488	2.10363463702118	2.22337556901126
TC0300001364.mm.1	chr3	135212563	135273540	460	NM_173762	Cenpe	NM_173762 // Cenpe // centromere protein E	refseq:NM:protein_coding:CODING	1.84214333333334	9.716025	10.9987907445236	8.0859974917507e-05	0.00380496877975889	2.30965624412527	3.58542299628688
TC0300001391.mm.1	chr3	137341067	137432185	136	NM_001163522	Emcn	NM_001163522 // Emcn // endomucin	refseq:NM:protein_coding:CODING	-1.26011666666666	8.65386	-14.4594020325405	2.00654115023895e-05	0.00255678876558192	3.76522534109885	-2.39515109049948
TC0300001528.mm.1	chr3	152210458	152236830	348	NM_057172	Fubp1	NM_057172 // Fubp1 // far upstream element (FUSE) binding protein 1	refseq:NM:protein_coding:CODING	0.777668333333342	12.7433366666667	11.3469168048316	6.90683612093504e-05	0.00367950171995792	2.47842033181221	1.7143579076825
TC0300001555.mm.1	chr3	154664096	154757527	160	NM_175176	Erich3	NM_175176 // Erich3 // glutamate rich 3	refseq:NM:protein_coding:CODING	-1.12707166666666	5.45616833333333	-15.1158389804758	1.59749659774481e-05	0.00245011170262653	3.9941145538724	-2.18414958762402
TC0300001587.mm.1	chr3	159495433	159529955	140	NM_001172092	Depdc1a	NM_001172092 // Depdc1a // DEP domain containing 1a	refseq:NM:protein_coding:CODING	0.942029999999999	9.48492333333333	7.28251347014966	0.000624032215783814	0.0086671906811763	0.0587809609078782	1.92122967833962
TC0300001719.mm.1	chr3	23804335	25144261	213	XM_975226	Naaladl2	XM_975226 // Naaladl2 // N-acetylated alpha-linked acidic dipeptidase-like 2	otherdb:protein_coding:-:CODING	-0.869853333333331	6.66300333333333	-11.7568122157075	5.76961437553216e-05	0.00340267038883675	2.66990156018041	-1.82747710679298
TC0300001757.mm.1	chr3	27097222	27153878	361	NM_001177625	Ect2	NM_001177625 // Ect2 // ect2 oncogene	refseq:NM:protein_coding:CODING	1.52603666666667	10.4836433333333	14.9803370311648	1.67314863241528e-05	0.0025038026373566	3.94790296321433	2.87993583081063
TC0300001787.mm.1	chr3	30624267	30647869	130	NM_027941	Lrrc34	NM_027941 // Lrrc34 // leucine rich repeat containing 34	refseq:NM:protein_coding:CODING	-2.43601333333333	5.63907	-9.70629997648546	0.00015161324103749	0.00468860510466042	1.62833616142341	-5.41144293632217
TC0300001856.mm.1	chr3	36564865	36572150	148	NM_009828	Ccna2	NM_009828 // Ccna2 // cyclin A2	refseq:NM:protein_coding:CODING	1.34295000000001	11.5074633333333	10.8099441141025	8.82500269123161e-05	0.00388748323454551	2.21563609057607	2.536694881983
TC0300001869.mm.1	chr3	37307749	37312708	100	NM_145825	Cetn4	NM_145825 // Cetn4 // centrin 4	refseq:NM:protein_coding:CODING	-0.689989999999999	7.78716	-7.4027557794996	0.000576486492141158	0.00836639559760662	0.147647015386378	-1.61327233605378
TC0300001888.mm.1	chr3	38449261	38484844	148	NM_001167883	Ankrd50	NM_001167883 // Ankrd50 // ankyrin repeat domain 50	refseq:NM:protein_coding:CODING	1.36156333333334	11.5606083333333	10.032188043655	0.000128496184787019	0.00443492553499043	1.80882429179595	2.56963479488982
TC0300001937.mm.1	chr3	50364936	50443613	230	NM_011990	Slc7a11	NM_011990 // Slc7a11 // solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	refseq:NM:protein_coding:CODING	-1.93431833333333	7.46354166666667	-9.70908691040168	0.00015139566764172	0.00468860510466042	1.62990627467082	-3.82197497835498
TC0300002023.mm.1	chr3	57285611	57301919	100	NM_008536	Tm4sf1	NM_008536 // Tm4sf1 // transmembrane 4 superfamily member 1	refseq:NM:protein_coding:CODING	-1.94621833333333	12.8005016666667	-8.78433792809623	0.000249182763313702	0.00570819225907133	1.08190999527965	-3.8536307293848
TC0300002242.mm.1	chr3	84160439	84305446	437	NM_001271725	Trim2	NM_001271725 // Trim2 // tripartite motif-containing 2	refseq:NM:protein_coding:CODING	0.96647666666667	9.01641333333333	12.6306981419407	4.00652654357513e-05	0.00300377096156091	3.0539914704473	1.95406257385867
TC0300002280.mm.1	chr3	87110600	87112220	30	XR_140608	Gm19382	XR_140608 // Gm19382 // predicted gene, 19382	otherdb:protein_coding:-:CODING	1.91884	7.94694	10.1342234931184	0.00012213303934853	0.00435810040867101	1.86407382897604	3.78118909645876
TC0300002297.mm.1	chr3	88056520	88058495	60	NM_144897	Apoa1bp	NM_144897 // Apoa1bp // apolipoprotein A-I binding protein	refseq:NM:protein_coding:CODING	-0.821024999999993	12.263555	-7.95470363319538	0.000406149949963286	0.00712741446427316	0.539266342349728	-1.76666071659504
TC0300002334.mm.1	chr3	89093588	89101967	115	NM_001253751	Fdps	NM_001253751 // Fdps // farnesyl diphosphate synthetase	refseq:NM:protein_coding:CODING	-0.970051666666667	9.624445	-11.2146629404913	7.32911984664124e-05	0.0037205971785694	2.41498832638125	-1.9589107476132
TC0300002360.mm.1	chr3	89995446	89998716	107	NM_001282032	Hax1	NM_001282032 // Hax1 // HCLS1 associated X-1	refseq:NM:protein_coding:CODING	-0.640283333333329	10.2449583333333	-10.9826226048285	8.14632241673832e-05	0.00380496877975889	2.30167597402037	-1.55863523228967
TC0300002361.mm.1	chr3	89999589	90052515	482	NM_001165983	Ubap2l	NM_001165983 // Ubap2l // ubiquitin-associated protein 2-like	refseq:NM:protein_coding:CODING	0.720885000000001	12.45472	7.74729860903782	0.000462108456250514	0.00757870670707885	0.395158519865845	1.64819278404919
TC0300002366.mm.1	chr3	90212667	90213648	45	NM_001190258	Rps27rt	NM_001190258 // Rps27rt // ribosomal protein S27, retrogene	refseq:NM:protein_coding:CODING	-0.689366666666659	13.8412	-9.36833349414764	0.000180968229026049	0.0050075840095624	1.4344021223967	-1.61257545335607
TC0300002374.mm.1	chr3	90511034	90514392	50	NM_011309	S100a1	NM_011309 // S100a1 // S100 calcium binding protein A1	refseq:NM:protein_coding:CODING	-2.82626333333333	9.87473666666667	-9.37236561335054	0.000180580393358408	0.00500235532394717	1.43675789502833	-7.09234803289365
TC0300002376.mm.1	chr3	90692630	90695721	30	NM_001281852	S100a9	NM_001281852 // S100a9 // S100 calcium binding protein A9 (calgranulin B)	refseq:NM:protein_coding:CODING	-5.69825833333332	10.7769	-8.95201239230332	0.000226884998029158	0.00549791749077786	1.18546670571729	-51.9214343335068
TC0300002445.mm.1	chr3	94497542	94582716	217	NM_001082484	Snx27	NM_001082484 // Snx27 // sorting nexin family member 27	refseq:NM:protein_coding:CODING	0.887160000000007	12.283275	13.9676663149497	2.39595219955835e-05	0.00269306603889727	3.58513243947973	1.84953166447896
TC0300002454.mm.1	chr3	94884093	94886961	120	NM_008945	Psmb4	NM_008945 // Psmb4 // proteasome (prosome, macropain) subunit, beta type 4	refseq:NM:protein_coding:CODING	-0.830809999999996	9.06907166666667	-8.55739578300961	0.000283620174984673	0.00610256480871642	0.938590213646712	-1.77868372262464
TC0300002462.mm.1	chr3	95032691	95042614	178	NM_001282017	Psmd4	NM_001282017 // Psmd4 // proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	refseq:NM:protein_coding:CODING	-0.614196666666663	9.92856166666667	-10.2743558957012	0.000113990899699186	0.00425988265391541	1.939000992612	-1.53070541974958
TC0300002482.mm.1	chr3	95734147	95739569	206	NM_001252653	Ecm1	NM_001252653 // Ecm1 // extracellular matrix protein 1	refseq:NM:protein_coding:CODING	-1.469655	9.87397	-13.2264513811474	3.16683042856266e-05	0.00291746390676735	3.29856254117289	-2.76955655696571
TC0300002488.mm.1	chr3	95862634	95871519	78	NM_078479	Mrps21	NM_078479 // Mrps21 // mitochondrial ribosomal protein S21	refseq:NM:protein_coding:CODING	-0.666088333333327	9.18195	-9.44965198141982	0.000173332874580673	0.00494634686622641	1.48171358182629	-1.58676483784705
TC0300002598.mm.1	chr3	101275899	101287939	92	NM_013486	Cd2	NM_013486 // Cd2 // CD2 antigen	refseq:NM:protein_coding:CODING	-0.896994999999997	6.515315	-8.30654300780013	0.000328425173258208	0.00655835079074443	0.77577978038479	-1.86218318581415
TC0300002605.mm.1	chr3	101576219	101604707	290	NM_144900	Atp1a1	NM_144900 // Atp1a1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide	refseq:NM:protein_coding:CODING	-1.13004333333333	15.3352616666667	-7.64086572404374	0.000494328406592327	0.00784572382639805	0.31980246273115	-2.18865314074686
TC0300002627.mm.1	chr3	103643953	103646069	40	NM_174875	Atg4a	NM_174875 // Atg4a // autophagy related 4A, cysteine peptidase	refseq:NM:protein_coding:CODING	-1.50779333333333	7.838595	-17.9374136817859	6.61173024760912e-06	0.00205761727916613	4.84895288562662	-2.84374742399011
TC0300002680.mm.1	chr3	105925891	105932664	90	NM_001033780	I830077J02Rik	NM_001033780 // I830077J02Rik // RIKEN cDNA I830077J02 gene	refseq:NM:protein_coding:CODING	-0.648728333333329	7.23426333333333	-9.67708573655437	0.000153916353960416	0.00471553964819287	1.61184916780851	-1.56778565850043
TC0300002681.mm.1	chr3	105942698	105960248	160	NM_009725	Atp5f1	NM_009725 // Atp5f1 // ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1	refseq:NM:protein_coding:CODING	-0.761059999999993	10.56364	-6.8873181788514	0.000816215318717896	0.00976025665270077	-0.242855011007598	-1.69473535048842
TC0300002742.mm.1	chr3	108424864	108445259	175	NM_001204979	Sars	NM_001204979 // Sars // seryl-aminoacyl-tRNA synthetase	refseq:NM:protein_coding:CODING	-0.787226666666665	12.326695	-8.34587046483357	0.000320877180435959	0.00647754712640906	0.801617064846855	-1.72575380676736
TC0300002745.mm.1	chr3	108554338	108554751	30	NR_028538	Scarna2	NR_028538 // Scarna2 // small Cajal body-specific RNA 2	refseq:NR:ncRNA:NONCODING	-1.07026833333333	12.3798	-12.1490405587368	4.88355786207167e-05	0.00320897454259812	2.8462069211125	-2.0998238866079
TC0300002878.mm.1	chr3	123506878	123508749	95	NR_028573	Snora24	NR_028573 // Snora24 // small nucleolar RNA, H/ACA box 24	refseq:NR:ncRNA:NONCODING	-1.05851833333333	8.29338	-11.2636847249459	7.16912144771961e-05	0.00370970051464458	2.4385964786204	-2.08279136892468
TC0300002879.mm.1	chr3	123526166	123690852	286	NM_031186	Ndst3	NM_031186 // Ndst3 // N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	refseq:NM:protein_coding:CODING	1.78740166666667	11.3811783333333	13.4163380616465	2.94431778813338e-05	0.0028559923925834	3.37378501936547	3.45192630941321
TC0300002912.mm.1	chr3	127670310	127780527	260	NM_027808	Alpk1	NM_027808 // Alpk1 // alpha-kinase 1	refseq:NM:protein_coding:CODING	1.00005	8.27597	16.9102198646568	8.96528459571968e-06	0.00208697881400655	4.5598175046396	2.0000693159192
TC0300002938.mm.1	chr3	129914960	129970206	120	NM_025779	Ccdc109b	NM_025779 // Ccdc109b // coiled-coil domain containing 109B	refseq:NM:protein_coding:CODING	-1.65427166666666	9.56913833333333	-13.8831177211267	2.47162874226283e-05	0.00272670516465513	3.55338415182688	-3.14764244237191
TC0300003045.mm.1	chr3	142239585	142395696	232	NM_001190852	Pdlim5	NM_001190852 // Pdlim5 // PDZ and LIM domain 5	refseq:NM:protein_coding:CODING	-0.814101666666662	11.390615	-9.00591796793547	0.000220222646420501	0.00545495798140595	1.21834857044679	-1.75820301796029
TC0300003173.mm.1	chr3	153922353	153944643	179	NM_007382	Acadm	NM_007382 // Acadm // acyl-Coenzyme A dehydrogenase, medium chain	refseq:NM:protein_coding:CODING	-0.675854999999997	10.1174533333333	-7.35843140521955	0.000593500179226504	0.00849033882561062	0.11504209580621	-1.59754326160111
TC0300003211.mm.1	chr3	88775213	88829371	340	NR_028359	5830417I10Rik	NR_028359 // 5830417I10Rik // gon-4-like pseudogene	refseq:NR:ncRNA:NONCODING	1.18167166666667	11.017695	7.51028574788852	0.000537539501927277	0.0081450187301065	0.226012083141036	2.26839466232461
TC0300003212.mm.1	chr3	88835228	88910103	362	NM_001242372	Gon4l	NM_001242372 // Gon4l // gon-4-like (C.elegans)	refseq:NM:protein_coding:CODING	0.97198666666667	10.0005116666667	7.99653551723437	0.00039585300170268	0.00708698472078465	0.567902575901518	1.96153987941551
TC0300003244.mm.1	chr3	97284906	97297778	10	XR_104802	Gm17608	XR_104802 // Gm17608 // predicted gene, 17608	otherdb:protein_coding:-:CODING	0.971286666666668	4.96762	12.2384465300928	4.7047734263296e-05	0.00319750926937919	2.88548642859076	1.96058836518708
TC0400000057.mm.1	chr4	8690406	8868449	532	NM_001277149	Chd7	NM_001277149 // Chd7 // chromodomain helicase DNA binding protein 7	refseq:NM:protein_coding:CODING	1.17397000000001	9.98318333333333	18.9775295592856	4.93972948665355e-06	0.00186561485727168	5.11931605018127	2.2563173556248
TC0400000064.mm.1	chr4	9269293	9451691	200	NM_028940	Clvs1	NM_028940 // Clvs1 // clavesin 1	refseq:NM:protein_coding:CODING	0.77065	6.37691333333333	7.89829697512297	0.000420538232550767	0.00724192707874694	0.500426893347613	1.70603825855212
TC0400000091.mm.1	chr4	11558920	11615808	299	NM_001039556	Rad54b	NM_001039556 // Rad54b // RAD54 homolog B (S. cerevisiae)	refseq:NM:protein_coding:CODING	1.22248166666667	7.36428	14.4508236330506	2.01265922786634e-05	0.00255678876558192	3.76214867966064	2.3334776781456
TC0400000133.mm.1	chr4	15265820	15286753	40	NM_181401	Tmem64	NM_181401 // Tmem64 // transmembrane protein 64	refseq:NM:protein_coding:CODING	-1.33384333333333	10.8574416666667	-14.1240410586371	2.26310463464629e-05	0.00265009918080742	3.64323763265064	-2.52073303419331
TC0400000183.mm.1	chr4	21847583	21876475	393	NM_025669	Pnisr	NM_025669 // Pnisr // PNN interacting serine/arginine-rich	refseq:NM:protein_coding:CODING	0.753128333333338	11.0687633333333	8.87450243588436	0.00023688644252503	0.00558901889796529	1.13783812917154	1.68544357909788
TC0400000254.mm.1	chr4	32238804	32586108	218	NM_001109661	Bach2	NM_001109661 // Bach2 // BTB and CNC homology 2	refseq:NM:protein_coding:CODING	1.03519333333334	7.56619166666667	7.3130110744218	0.000611550174424401	0.00859147176382441	0.0814455621903676	2.04938826301934
TC0400000255.mm.1	chr4	32243733	32246476	30	XR_140638	D130062J21Rik	XR_140638 // D130062J21Rik // RIKEN cDNA D130062J21 gene	otherdb:protein_coding:-:CODING	1.47128666666667	5.383555	10.9919565687986	8.11143173125079e-05	0.00380496877975889	2.30628460033656	2.77269065627847
TC0400000294.mm.1	chr4	33924593	33948831	90	NM_007726	Cnr1	NM_007726 // Cnr1 // cannabinoid receptor 1 (brain)	refseq:NM:protein_coding:CODING	-0.661579999999999	5.28456833333333	-9.02910130248294	0.000217428527644062	0.00541483144141693	1.23242960669491	-1.5818140347594
TC0400000382.mm.1	chr4	41755228	41759125	207	NM_016658	Galt	NM_016658 // Galt // galactose-1-phosphate uridyl transferase	refseq:NM:protein_coding:CODING	-0.752259999999997	7.09373333333333	-9.36183570650809	0.000181595301200156	0.00501941385833794	1.43060360154313	-1.68442944481983
TC0400000464.mm.1	chr4	44300876	44364675	280	NM_010790	Melk	NM_010790 // Melk // maternal embryonic leucine zipper kinase	refseq:NM:protein_coding:CODING	0.91036166666667	8.02735333333333	10.7452546926736	9.09634309591387e-05	0.00393031341791439	2.18301756457851	1.87951661206754
TC0400000567.mm.1	chr4	52439243	52488260	311	NM_008017	Smc2	NM_008017 // Smc2 // structural maintenance of chromosomes 2	refseq:NM:protein_coding:CODING	1.05841166666667	10.515725	9.00406026899526	0.000220448370058501	0.00545495798140595	1.2172186740489	2.08263738198105
TC0400000602.mm.1	chr4	54945048	55083563	222	NM_172867	Zfp462	NM_172867 // Zfp462 // zinc finger protein 462	refseq:NM:protein_coding:CODING	1.57526833333334	10.35708	8.86630778075287	0.000237973950060123	0.00558901889796529	1.13277844369558	2.97990912139276
TC0400000716.mm.1	chr4	63214004	63334991	721	NM_025685	Col27a1	NM_025685 // Col27a1 // collagen, type XXVII, alpha 1	refseq:NM:protein_coding:CODING	0.778473333333336	7.68628333333333	8.49303135014031	0.000294389559621376	0.00617031177883106	0.897263147108614	1.7153147580029
TC0400000849.mm.1	chr4	84884309	85131921	320	NM_175275	Cntln	NM_175275 // Cntln // centlein, centrosomal protein	refseq:NM:protein_coding:CODING	0.906853333333338	9.79857333333333	9.98879214843682	0.000131320778230246	0.00447345950511244	1.78514700512673	1.87495157267356
TC0400000861.mm.1	chr4	86053915	86428385	450	NM_029967	Adamtsl1	NM_029967 // Adamtsl1 // ADAMTS-like 1	refseq:NM:protein_coding:CODING	0.960920000000005	9.73337166666667	10.5176344976178	0.000101328978550612	0.00406871642121306	2.06653151058253	1.94655080562749
TC0400000948.mm.1	chr4	94593650	94600319	23	NM_001081019	Gm12657	NM_001081019 // Gm12657 // predicted gene 12657	refseq:NM:protein_coding:CODING	-0.823781666666664	12.7848966666667	-7.00872090967273	0.000750590330263568	0.00942600653253548	-0.14859392936769	-1.77003963616217
TC0400000992.mm.1	chr4	98923810	98935543	140	NM_146144	Usp1	NM_146144 // Usp1 // ubiquitin specific peptidase 1	refseq:NM:protein_coding:CODING	0.683131666666673	11.54867	8.09336186263358	0.000373175794590146	0.00694780959387561	0.633644474464963	1.60562130677647
TC0400001005.mm.1	chr4	99656299	99658671	60	NM_010425	Foxd3	NM_010425 // Foxd3 // forkhead box D3	refseq:NM:protein_coding:CODING	1.09714000000001	10.1541383333333	9.55823993953457	0.00016372218663762	0.00486015818092391	1.54424426097606	2.13930176483619
TC0400001006.mm.1	chr4	99715630	99763460	270	NM_001081264	Alg6	NM_001081264 // Alg6 // asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)	refseq:NM:protein_coding:CODING	0.735651666666667	8.93466666666667	10.8154982280793	8.80215559313969e-05	0.00388748323454551	2.21842676729888	1.66514944910119
TC0400001038.mm.1	chr4	101647718	101659364	59	NM_175036	Leprot	NM_175036 // Leprot // leptin receptor overlapping transcript	refseq:NM:protein_coding:CODING	-1.00055833333333	11.7848566666667	-6.92565401435765	0.000794790569267257	0.00960467304861862	-0.212933108442179	-2.00077416414549
TC0400001039.mm.1	chr4	101717404	101815354	308	NM_001122899	Lepr	NM_001122899 // Lepr // leptin receptor	refseq:NM:protein_coding:CODING	-1.12901833333333	9.64661833333333	-9.2501393975721	0.000192786540118944	0.00507262174697788	1.36488444506827	-2.18709870778322
TC0400001076.mm.1	chr4	103619359	104744844	350	NM_010014	Dab1	NM_010014 // Dab1 // disabled 1	refseq:NM:protein_coding:CODING	1.22691	6.75523	10.0053042087035	0.000130237456832378	0.00446230677782763	1.79416888568214	2.34065126097057
TC0400001160.mm.1	chr4	108879063	108943324	93	NM_023537	Rab3b	NM_023537 // Rab3b // RAB3B, member RAS oncogene family	refseq:NM:protein_coding:CODING	-1.75592166666666	6.84453333333333	-7.08985629806218	0.000710178239872738	0.00921855550052897	-0.0863980571089442	-3.37742016252424
TC0400001215.mm.1	chr4	115000118	115043203	303	NM_009185	Stil	NM_009185 // Stil // Scl/Tal1 interrupting locus	refseq:NM:protein_coding:CODING	1.19785	7.845915	8.61794059449934	0.000273911598396731	0.00598064100214668	0.977188130909125	2.29397552665246
TC0400001253.mm.1	chr4	116507549	116538243	110	NM_008389	Ipp	NM_008389 // Ipp // IAP promoted placental gene	refseq:NM:protein_coding:CODING	-0.68844333333333	7.85595	-11.74077478437	5.80972412976675e-05	0.00340267038883675	2.66255142555269	-1.61154372574812
TC0400001276.mm.1	chr4	117096075	117116101	310	NM_008958	Ptch2	NM_008958 // Ptch2 // patched homolog 2	refseq:NM:protein_coding:CODING	-0.598234999999997	8.24309	-8.79157838289577	0.000248167960282806	0.00570819225907133	1.08642216149633	-1.51386336546601
TC0400001430.mm.1	chr4	124850679	124855242	80	NM_153566	Yrdc	NM_153566 // Yrdc // yrdC domain containing (E.coli)	refseq:NM:protein_coding:CODING	-0.735608333333332	8.17942833333333	-6.93171712687908	0.000791462842432304	0.00959868123225638	-0.208214035859963	-1.66509943479433
TC0400001458.mm.1	chr4	126262325	126275883	70	NM_013718	Trappc3	NM_013718 // Trappc3 // trafficking protein particle complex 3	refseq:NM:protein_coding:CODING	-0.707378333333331	11.350775	-9.07075647092168	0.000212512561853878	0.00536141270642989	1.25763910654411	-1.63283423172622
TC0400001465.mm.1	chr4	126556935	126593903	353	NM_175554	Clspn	NM_175554 // Clspn // claspin	refseq:NM:protein_coding:CODING	1.13864666666667	8.76554666666667	7.40244491837601	0.000576603802149172	0.00836639559760662	0.14741896552365	2.20174389664858
TC0400001509.mm.1	chr4	128991958	129011529	140	NM_001033966	Ak2	NM_001033966 // Ak2 // adenylate kinase 2	refseq:NM:protein_coding:CODING	-0.677236666666662	9.35057833333333	-9.71734653142557	0.000150753010587736	0.00468171373495132	1.63455686803001	-1.59907395901014
TC0400001510.mm.1	chr4	129058271	129085886	170	NM_029219	Rnf19b	NM_029219 // Rnf19b // ring finger protein 19B	refseq:NM:protein_coding:CODING	-1.164175	9.628885	-12.0609926051946	5.06754875757591e-05	0.0032346138712071	2.8071992044918	-2.24105025299301
TC0400001541.mm.1	chr4	130102558	130128138	78	NM_026441	Pef1	NM_026441 // Pef1 // penta-EF hand domain containing 1	refseq:NM:protein_coding:CODING	-0.733964999999998	7.17872333333333	-6.84346154820639	0.000841561820601859	0.0098546575761632	-0.277265237925191	-1.66320384668337
TC0400001582.mm.1	chr4	132308678	132311024	158	NR_028537	Snord99	NR_028537 // Snord99 // small nucleolar RNA, C/D box 99	refseq:NR:ncRNA:NONCODING	-0.636433333333329	8.21345166666667	-10.1685373223901	0.000120077387199142	0.00434257755172417	1.88252204175025	-1.55448137735341
TC0400001605.mm.1	chr4	133195655	133195716	30	NR_105984	Mir7017	NR_105984 // Mir7017 // microRNA mir-7017	refseq:NR:ncRNA:NONCODING	0.923735000000002	8.01609833333333	8.49173625074264	0.000294611154242351	0.00617031177883106	0.896428456811169	1.89702014602249
TC0400001633.mm.1	chr4	134343046	134354484	131	NM_001039677	Slc30a2	NM_001039677 // Slc30a2 // solute carrier family 30 (zinc transporter), member 2	refseq:NM:protein_coding:CODING	-0.611421666666666	6.11440666666667	-8.94480148359255	0.000227794141590417	0.0054987581990631	1.18105311555068	-1.527763963073
TC0400001639.mm.1	chr4	134468320	134473843	121	NM_019641	Stmn1	NM_019641 // Stmn1 // stathmin 1	refseq:NM:protein_coding:CODING	1.09682500000001	10.9570566666667	10.5757615542134	9.8554606991034e-05	0.00403707235888588	2.09653502441243	2.13883471776509
TC0400001668.mm.1	chr4	135920726	135940311	150	NM_024243	Fuca1	NM_024243 // Fuca1 // fucosidase, alpha-L- 1, tissue	refseq:NM:protein_coding:CODING	-1.06664333333334	11.6640466666667	-7.34941798284929	0.000597031762463213	0.00850447213729641	0.108390020357284	-2.09455436923001
TC0400001685.mm.1	chr4	136355647	136359440	108	XR_104889	Gm17388	XR_104889 // Gm17388 // predicted gene, 17388	otherdb:protein_coding:-:CODING	0.888085000000002	7.87372333333333	11.6552924511101	6.02917349967983e-05	0.00342856299481447	2.62318212236394	1.85071789255418
TC0400001708.mm.1	chr4	137468769	137570630	1000	NM_008305	Hspg2	NM_008305 // Hspg2 // perlecan (heparan sulfate proteoglycan 2)	refseq:NM:protein_coding:CODING	1.51789166666667	14.2853616666667	11.2916835256386	7.07959451736245e-05	0.00370970051464458	2.45202931084001	2.86372243470574
TC0400001712.mm.1	chr4	137664726	137731545	462	NM_001081155	Rap1gap	NM_001081155 // Rap1gap // Rap1 GTPase-activating protein	refseq:NM:protein_coding:CODING	0.842663333333337	7.133515	9.7598357321457	0.000147497558809168	0.00464254552003407	1.6584158514366	1.79335777332569
TC0400001751.mm.1	chr4	139644042	139644111	30	NR_105987	Mir7020	NR_105987 // Mir7020 // microRNA mir-7020	refseq:NR:ncRNA:NONCODING	-1.20307166666666	5.55641666666667	-6.86234562417294	0.000830536376333632	0.00984007605931222	-0.262425114869634	-2.30229334749848
TC0400001772.mm.1	chr4	140961203	140979193	130	NM_023374	Sdhb	NM_023374 // Sdhb // succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	refseq:NM:protein_coding:CODING	-0.72552666666666	10.4726066666667	-7.76790097386272	0.000456160654157956	0.00754134362569839	0.409633948059119	-1.65350415025935
TC0400001921.mm.1	chr4	147985788	147987205	40	NM_001287348	Nppb	NM_001287348 // Nppb // natriuretic peptide type B	refseq:NM:protein_coding:CODING	-4.83466666666667	10.8373116666667	-28.0525098275081	6.48426517042679e-07	0.00179083001222681	6.7937777959579	-28.5351188473377
TC0400001974.mm.1	chr4	150236721	150248879	290	NM_023119	Eno1	NM_023119 // Eno1 // enolase 1, alpha non-neuron	refseq:NM:protein_coding:CODING	-0.654179999999997	13.4545316666667	-7.56752520420595	0.00051807256474618	0.00802029436049083	0.267308379966535	-1.57372122613639
TC0400001984.mm.1	chr4	150548875	150550687	30	XR_140692	AA666905	XR_140692 // AA666905 // expressed sequence AA666905	otherdb:protein_coding:-:CODING	0.618855000000002	7.512185	8.41369443233809	0.000308334800196192	0.00633105733006924	0.845900457686858	1.5356559187879
TC0400002016.mm.1	chr4	152178100	152271855	180	NM_001146057	Acot7	NM_001146057 // Acot7 // acyl-CoA thioesterase 7	refseq:NM:protein_coding:CODING	-1.33882333333333	9.155055	-9.42038210361705	0.000176036491063852	0.00494634686622641	1.46473234725447	-2.52944931949128
TC0400002018.mm.1	chr4	152274232	152285337	112	NM_178406	Gpr153	NM_178406 // Gpr153 // G protein-coupled receptor 153	refseq:NM:protein_coding:CODING	1.38606166666667	10.3824316666667	13.6222994522531	2.72360532977351e-05	0.00278402853197875	3.45394653413862	2.61364222312092
TC0400002091.mm.1	chr4	155802878	155809975	118	NM_025570	Mrpl20	NM_025570 // Mrpl20 // mitochondrial ribosomal protein L20	refseq:NM:protein_coding:CODING	-0.773476666666662	7.31741166666667	-6.8804764537388	0.000820109842182875	0.00978104450470643	-0.248210449914849	-1.70938416928421
TC0400002093.mm.1	chr4	155831269	155833130	171	NM_025338	Aurkaip1	NM_025338 // Aurkaip1 // aurora kinase A interacting protein 1	refseq:NM:protein_coding:CODING	-0.987369999999997	7.62961666666667	-10.3125039223183	0.000111886682021011	0.0042447748308816	1.9592105373364	-1.98256751943497
TC0400002103.mm.1	chr4	156013695	156016612	110	NM_011659	Tnfrsf4	NM_011659 // Tnfrsf4 // tumor necrosis factor receptor superfamily, member 4	refseq:NM:protein_coding:CODING	-0.727961666666665	7.90552666666667	-11.4481202303116	6.60306993898003e-05	0.00359577955654043	2.52640793943554	-1.65629731320159
